VIN,Plate,Year,Maker,Model,Submodel,CC,Fuel,Transmission,FirstReg,BodyStyle,ListingDate,ListingUrl
,,2022,Skoda,Superb,Wagon Sportline TSI 206kW 4x4,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5669008783
,,2022,Skoda,Fabia,Monte Carlo 110Kw Ts,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5665828027
,,2023,Skoda,Octavia,Wagon Rs Tsi 180Kw,1984cc,,Manual,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5665801518
,,2021,Skoda,Karoq,Sportline 2.0TSI 140KW,1968cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5661833865
,,2022,Skoda,Karoq,KaroqStyle Tsi 110Kw 1.4P -,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5656532305
,,2025,Skoda,Kodiaq,TSI 110kW,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5654918818
,,2020,Skoda,Superb,Wgn Sportline 140kw,1968cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5650265804
,,2018,Skoda,Karoq,Style TDi 110Kw 4X4,1968cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5650018689
,,2025,Skoda,Fabia,Monte Carlo 110kW 1.5L Turbo P...,1498cc,,Tiptronic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5648013334
,,2026,Skoda,Kodiaq,Selection TDI 142kW,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5646533288
,,2023,Skoda,Superb,SPORTLINE 206KW - EUROPEAN WAGON,1984cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5644335919
,,2026,Skoda,Enyaq,Coup Sportline 85 210kW,,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5644240189
,,2025,Skoda,Enyaq,Coup Sportline 85 210kW,,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5644239530
,,2011,Skoda,Superb,Tdi Combi,1968cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5797946625
,,2017,Skoda,Kodiaq,Style Tdi 140Kw,1968cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5796326035
,,2026,Skoda,Octavia,Wagon RS TSI 195kW,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5639738773
,,2025,Skoda,Karoq,Sportline 2.0 TSI 140kW,1984cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5634855429
,,2017,Skoda,Superb,"Style 132KW TSI, NZ New",1798cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/skoda/5634670085
,,2025,Skoda,Kodiaq,TSI 110kW,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5634539465
,,2026,Skoda,Kodiaq,RS 195KW 2.0L/4WD,1984cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5634469618
,,2025,Skoda,Superb,Wagon Sportline TSI 195Kw,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5631296749
,,2025,Skoda,Kamiq,TSI 85Kw,1000cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5624959574
,,2026,Skoda,Kamiq,Monte Carlo TSI 110kW,1498cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5624595045
,,2026,Skoda,Octavia,RS+ Wagon 195kW 2.0L Turbo P...,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5623510642
,,2026,Skoda,Kodiaq,Selection TDI 142kW,1968cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5622995290
,,2026,Skoda,Fabia,Monte Carlo TSI 110kW,1500cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5742462534
,,2026,Skoda,Superb,Sportline 2.0L 195kW 4WD Turb...,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5621598604
,,2021,Skoda,Kodiaq,AMBITION TSI 110KW,1498cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5619718134
,,2015,Skoda,Octavia,Tsi 132Kw 4X4 6Dsg W,1798cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5773069145
,,2012,Skoda,Fabia,vRS,1390cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5800162870
,,2022,Skoda,Superb,IV WG STYLE PHEV/6AM,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5614656519
,,2016,Skoda,Yeti,City TSI 92KW 7DSG,1395cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5614587319
,,2025,Skoda,Karoq,Selection TSI 110kW,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5611250668
,,2022,Skoda,Kodiaq,Ambition+ TSI 110kW,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5602924690
,,2026,Skoda,Enyaq,Coupe Sportline 85 210kW,,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5602543816
,,2009,Skoda,Superb,Tdi 125,1968cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/skoda/5808337452
,,2017,Skoda,Yeti,Outdoor Tdi 103Kw 6D,1968cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5798630681
,,2015,Skoda,Octavia,RS 2.0TSI 162KW,1984cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/skoda/5585547545
,,2023,Skoda,Kodiaq,Rs Tsi 180Kw,1984cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5585193664
,,2023,Skoda,Kodiaq,Rs Tsi 180Kw 2.0Pt,1984cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5798017275
,,2019,Skoda,Kodiaq,Rs Tdi 176Kw,1968cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5792331423
,,2025,Skoda,Octavia,RS Wagon 195kW,1984cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5575716286
,,2025,Skoda,Fabia,Monte Carlo 110Kw,1498cc,,Tiptronic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5565462532
,,2025,Skoda,Kodiaq,TSI 110Kw 1.4T,1395cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5565442415
,,2025,Skoda,Kodiaq,RS TSI 195Kw 2.0T,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5565373969
,,2020,Skoda,Kamiq,Ambition+ TSI 110KW,1498cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5565333027
,,2026,Skoda,Fabia,Monte Carlo TSI 110kW,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5561703374
,,2026,Skoda,Scala,Monte Carlo Limited TSI,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5561697001
,,2025,Skoda,Kodiaq,RS TSi 4WD 195kW,1984cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5554180272
,,2026,Skoda,Enyaq,Sportline 85 210kw,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5548893513
,,2018,Skoda,Kodiaq,4WD....7SEATER MODEL,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5545030642
,,2025,Skoda,Kodiaq,TSI 110kW,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5541027982
,,2025,Skoda,Karoq,TSI 110kW,1498cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5540568170
,,2013,Skoda,Superb,Tsi 118Kw 7Dsg Wgn,1798cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5804052711
,,2012,Skoda,Yeti,Tsi 77,1197cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5794839714
,,2025,Skoda,Kamiq,Monte Carlo TSi 110kW,1498cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5521164957
,,2025,Skoda,Superb,Sportline 2.0L 195kW 4WD Turb...,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5517171466
,,2025,Skoda,Kodiaq,RS 195kW 2.0L Turbo Petrol 4x4,1984cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5515366895
,,2025,Skoda,Octavia,Wagon RS TSI 195kW,2000cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5513958449
,,2025,Skoda,Kamiq,TSI 85kW,999cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5513648270
,,2024,Skoda,Superb,Wagon Style iV 160kW,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5505522903
,,2012,Skoda,Octavia,Tsi 90 Combi,1390cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5794930970
,,2025,Skoda,Fabia,MONTE CARLO 110KW,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5490303787
,,2014,Skoda,Octavia,Tsi 132Kw 7Dsg Wgn easy finance,1798cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5683867643
,,2026,Skoda,Enyaq,Coupe Sportline 85 210kW,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5485191948
,,2026,Skoda,Enyaq,Coup Sportline 85 210kW,,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5483997817
,,2026,Skoda,Kodiaq,RS TSi 195Kw 4X4 2.0L,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5478713523
,,2021,Skoda,Superb,"SPORTLINE, 2L Petrol, 4x4, DS...",1984cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5478349648
,,2026,Skoda,Kamiq,Monte Carlo 110Kw,1498cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5473739053
,,2025,Skoda,Kodiaq,Selection mHEV 110kW,1498cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5470050271
,,2025,Skoda,Karoq,TSI 110kW,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5469993510
,,2014,Skoda,Rapid,S/B TDI 66KW 7,1598cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5462326761
,,2026,Skoda,Superb,Wagon Sportline TSI 195kw,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5448473842
,,2017,Skoda,Octavia,Lb Sty Tsi 132Kw Dsg,1798cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/skoda/5812197414
,,2025,Skoda,Octavia,Wagon RS TSI 195kW,1984cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5438650158
,,2016,Skoda,Fabia,Wagon 81Kw Tsi 7Dsg,1197cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5760193006
,,2025,Skoda,Octavia,Wagon Style TSI 110kW,1395cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5403038350
,,2025,Skoda,Karoq,Sportline TSI 140Kw,1984cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5399635679
,,2026,Skoda,Kodiaq,TSI 110Kw 1.4T,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5399606919
,,2025,Skoda,Scala,Monte Carlo 110kW 1.5L Turbo P...,1498cc,,Tiptronic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5398193688
,,2025,Skoda,Scala,Monte Carlo 110kW 1.5L Turbo P...,1498cc,,Tiptronic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5398193682
,,2025,Skoda,Kamiq,Monte Carlo TSI 110k,1498cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5389733985
,,2025,Skoda,Karoq,Sportline TSI,1984cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5366611335
,,2025,Skoda,Kamiq,TSI 85kW,999cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5364415969
,,2024,Skoda,Fabia,Monte Carlo 110kW,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5363020148
,,2026,Skoda,Fabia,Monte Carlo TSI,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5352669798
,,2026,Skoda,Kodiaq,Tsi 110Kw,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5342730966
,,2022,Skoda,Kodiaq,RS (4x4),1968cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5803064523
,,2022,Skoda,Kodiaq,Style TSI 132kW,1984cc,,Tiptronic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5332740254
,,2021,Skoda,Kamiq,Montecarlo Tsi 110Kw,1498cc,,Manual,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5332244868
,,2026,Skoda,Karoq,Sportline Tsi 140Kw AWD,1984cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5541132596
,,2026,Skoda,Kodiaq,TSI G-Spec,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5473978809
,,2026,Skoda,Superb,Sportline 2.0L 195kW 4WD Turb...,1984cc,,Tiptronic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5271099120
,,2025,Skoda,Kodiaq,TSI 110kW,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5260391291
,,2024,Skoda,Octavia,Wagon TSi 110Kw,1395cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5238131296
,,2025,Skoda,Kodiaq,Selection TDI 142kW,2000cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5219180453
,,2025,Skoda,Kamiq,1.0TSi 85kW,999cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5205385654
,,2025,Skoda,Fabia,TSI,999cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5204850970
,,2021,Skoda,Fabia,MONTE CARLO 81KW TSI,999cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5191415307
,,2026,Skoda,Kamiq,MONTE CARLO TSI 110kW,1498cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5115869545
,,2024,Skoda,Scala,Monte Carlo Limited TSI 110kW,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5074950017
,,2025,Skoda,Karoq,TSI 110Kw 1.4T,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/skoda/5036542633
,,2026,Skoda,Scala,MONTE CARLO 110kW LIMITED EDITION,1498cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/skoda/5031670533
,,2014,Skoda,Octavia,Rs Tsi 162Kw 6Dsg Wg VRS,1984cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/skoda/5815998149
,,2011,Skoda,Octavia,Tdi 77,1598cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/skoda/5805306469
,,2008,Smart,Fortwo,Coupe,698cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5817443309
,,2013,Smart,Fortwo,Electric,,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5800695888
,,2008,Smart,Fortwo,Fortwo,990cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5799962368
,,2005,Smart,Fortwo,Coupe,698cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5777363356
,,2026,Smart,#1,Brabus 66Kwh/AWD,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5761259156
,,2026,Smart,#3,Brabus 66KWH EV AWD *NZ New*,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5668765025
,,2026,Smart,#3,Brabus 66KWH EV AWD *NZ New*,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5668765022
,,2014,Smart,Fortwo,Brabus Elecric Drive,,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5665990118
,,2005,Smart,Fortwo,Coupe,698cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5665214489
,,2016,Smart,Forfour,Passion,1000cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5656410028
,,2003,Smart,Other,Roadster,698cc,,Tiptronic,,Convertible,,https://www.trademe.co.nz/a/motors/cars/smart/5769911026
,,2016,Smart,Forfour,Passion,1000cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5552224267
,,2025,Smart,#1,Premium 66Kwh,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5450201488
,,2025,Smart,#3,Premium 66KWh EV RWD,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5336444641
,,2026,Smart,#1,Premium 66KWh EV RWD,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5315963779
,,2025,Smart,#1,Brabus 66KWh EV AWD,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5309464478
,,2026,Smart,#3,Premium 66KWh EV RWD,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5306165500
,,2025,Smart,#3,Premium 66KWh EV RWD,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5306165499
,,2026,Smart,#3,Pro+ 66KWh EV RWD,,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5306017211
,,2016,Smart,Forfour,Low KMs Ideal Daily Runner,1000cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5731528134
,,2025,Smart,#1,Premium 66Kwh,,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5259622071
,,2025,Smart,#1,Pro+ 66Kwh,,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/smart/5259632728
,,2014,Smart,Fortwo,Fortwo,,,,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/smart/5813924570
,,1970,Vauxhall,Other,Cresta,3293cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5817360576
,,1971,Vauxhall,Other,Vx4/90,2179cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5814023195
,,1962,Vauxhall,Other,1962 pax,2651cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5804859975
,,2012,Vauxhall,Other,Astra (same as Holden and Opel,1598cc,,Manual,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5802364427
,,1948,Vauxhall,Other,HIX,1200cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5796223909
,,1975,Vauxhall,Other,Bedford cf camper,2800cc,,Automatic,,Other,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5807163436
,,1979,Vauxhall,Other,Chevette,1256cc,,Manual,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5761577509
,,1962,Vauxhall,Other,PA,2600cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5808863932
,,1968,Vauxhall,Other,Cresta,3300cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5759886933
,,1939,Vauxhall,Other,Other,1781cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5796676451
,,1955,Vauxhall,Other,Velox,2300cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5759572912
,,1971,Vauxhall,Other,Viscount,3294cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5749363167
,,1929,Vauxhall,Other,20/60 Hurlingham,3000cc,,Manual,,Convertible,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5815043765
,,1968,Vauxhall,Other,HB Viva,2500cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5793048655
,,1948,Vauxhall,Other,J14,1781cc,,Manual,,Sedan,,https://www.trademe.co.nz/a/motors/cars/vauxhall/5796282708
,,2010,Volkswagen,Golf,TSi SportsLine,2000cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819135280
,,2003,Volkswagen,Golf,Golf,1984cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819127903
,,2006,Volkswagen,Golf,Plus 1.6,1590cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819111417
,,2020,Volkswagen,Caddy,Maxi Crewvan Tsi campervan,1395cc,,Automatic,,Van,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819066961
,,2014,Volkswagen,Polo,63Kw,1390cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819037922
,,2013,Volkswagen,Golf,1.4TSI Highline - NZ Nav -...,1400cc,,Tiptronic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819017629
,,2017,Volkswagen,Arteon,4Motion R-Line Adavance...,2000cc,,Automatic,,Sedan,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819017628
,,2015,Volkswagen,Passat,TDi 176KW 4M RL,1968cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819003061
,,2018,Volkswagen,Amarok,DC 4M V6 550NM HL 4WD,2967cc,,Automatic,,Ute,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5819002892
,,2014,Volkswagen,Polo,TSI 66KW CL,1197cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818989508
,,2014,Volkswagen,Cross Polo,"1.2TSI *ONLY 56,458km*",1200cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818976614
,,2010,Volkswagen,Golf,Tsi,1380cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818970757
,,2019,Volkswagen,Touareg,V6 170Kw Tdi,2967cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818970508
,,1979,Volkswagen,Kombi,Kombi,1595cc,,Manual,,Van,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818964175
,,2014,Volkswagen,Golf,Tdi Comfortline Wago,1598cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818936571
,,2016,Volkswagen,Tiguan,Tdi 103Kw,1968cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818926617
,,2022,Volkswagen,Tiguan,Allspace Life 2WD,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818917498
,,2013,Volkswagen,Amarok,DC 400 HL 2WD,1968cc,,Manual,,Ute,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818917493
,,2019,Volkswagen,Polo,TSI R-Line 85KW,999cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818917489
,,2013,Volkswagen,Amarok,Highline 4Motion / Loaded w,1968cc,,Automatic,,Ute,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818910392
,,2015,Volkswagen,Amarok,Dc 4M Hl,1968cc,,Automatic,,Ute,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818884530
,,2023,Volkswagen,T-Roc,Tsi Life 2Wd,1395cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818343445
,,2021,Volkswagen,Touareg,V6 170KW TDI 3.0DT,2967cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818317511
,,2005,Volkswagen,Golf,Golf,1590cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818126426
,,1972,Volkswagen,Kombi,Kombi,1400cc,,Manual,,Other,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818085857
,,2013,Volkswagen,Golf GTI,MK7,1984cc,,,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5818039655
,,2010,Volkswagen,Polo,Polo,1380cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817991965
,,2005,Volkswagen,Golf,GTX Turbo,1980cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817979991
,,2019,Volkswagen,Amarok,TDI550 V6,2967cc,,Automatic,,Ute,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817906372
,,2021,Volkswagen,T-Roc,R-Line 4Motion NZ New,1984cc,,Automatic,,RV/SUV,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817905713
,,2014,Volkswagen,Jetta,1.4 Tsi,1390cc,,,,Sedan,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817845200
,,2008,Volkswagen,Tiguan,Tiguan,1980cc,,Automatic,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817801209
,,2009,Volkswagen,Golf,Gti 155Kw,1984cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817777609
,,2008,Volkswagen,Golf,Tsi,1380cc,,,,Station Wagon,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817764614
,,2019,Volkswagen,Polo,TSI 70Kw 1.0L NZ New,999cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817729442
,,2013,Volkswagen,Polo,TSI 66KW 7DSG,1197cc,,Automatic,,Hatchback,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817729116
,,2011,Volkswagen,T5,T5,1968cc,,Automatic,,Van,,https://www.trademe.co.nz/a/motors/cars/volkswagen/5817715912
